Sample_ID,Country,Collection_year,Host_species,Age_group,Host_status,Lineage,cps.final,ST,adhP,pheS,atr,glnA,sdhA,glcK,tkt,aac(6')-aph(2''),ant(6-Ia),aph(3'-III),aadE,cat(pc194),catQ,ermA,ermB,ermT,lnuB,lnuC,lsaC,lsaE,mefA,msrD,tetB,tetL,tetM,tetW,tetO,tetS,alp1,alp2/3,alpha,hvgA,PI1,PI2A1,PI2A2,PI2B,rib,srr1,srr2
GBS_0339,Bangladesh,2017,human,adult,carriage,12,Ia,4,1,1,4,1,1,3,4,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,neg,pos,neg,neg,pos,neg,pos,neg
GBS_0360,Bangladesh,2016,human,infant,non-invasive disease,12,Ia,4,1,1,4,1,1,3,4,neg,neg,neg,neg,neg,neg,pos,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,neg,pos,neg,neg,neg,pos,neg,neg,pos,neg,pos,neg
GBS_0375,Bangladesh,2017,human,infant,non-invasive disease,12,Ia,4,1,1,4,1,1,3,4,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,neg,pos,neg,neg,neg,pos,neg,neg,pos,neg,pos,neg
GBS_0390,Bangladesh,2017,human,adult,carriage,12,Ia,4,1,1,4,1,1,3,4,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,neg,pos,neg,neg,neg,pos,neg,neg,pos,neg,pos,neg
GBS_0397,Bangladesh,2013,human,adult,carriage,12,Ia,4,1,1,4,1,1,3,4,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,neg,pos,neg,neg,neg,pos,neg,neg,pos,neg,pos,neg
GBS_0398,Bangladesh,2013,human,adult,carriage,12,Ia,4,1,1,4,1,1,3,4,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,neg,pos,neg,neg,neg,pos,neg,neg,pos,neg,pos,neg
GBS_0403,Bangladesh,2012,human,adult,carriage,12,Ia,4,1,1,4,1,1,3,4,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,neg,pos,neg,neg,neg,pos,neg,neg,pos,neg,pos,neg
GBS_0404,Bangladesh,2012,human,adult,carriage,12,Ia,4,1,1,4,1,1,3,4,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,neg,pos,neg,neg,neg,pos,neg,neg,pos,neg,pos,neg
GBS_0405,Bangladesh,2013,human,adult,carriage,12,Ia,4,1,1,4,1,1,3,4,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,neg,pos,neg,neg,neg,pos,neg,neg,pos,neg,pos,neg
GBS_0406,Bangladesh,2013,human,adult,carriage,12,Ia,4,1,1,4,1,1,3,4,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,neg,pos,neg,neg,neg,pos,neg,neg,pos,neg,pos,neg
GBS_0408,Bangladesh,2012,human,adult,carriage,12,Ia,4,1,1,4,1,1,3,4,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,neg,pos,neg,neg,neg,pos,neg,neg,pos,neg,pos,neg
GBS_0411,Bangladesh,2012,human,adult,carriage,12,Ia,4,1,1,4,1,1,3,4,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,neg,pos,neg,neg,neg,pos,neg,neg,pos,neg,pos,neg
GBS_0416,Bangladesh,2012,human,adult,carriage,12,Ia,4,1,1,4,1,1,3,4,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,neg,pos,neg,neg,neg,pos,neg,neg,pos,neg,pos,neg
GBS_0417,Bangladesh,2012,human,adult,carriage,12,Ia,4,1,1,4,1,1,3,4,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,neg,pos,neg,neg,neg,pos,neg,neg,pos,neg,pos,neg
GBS_0433,Bangladesh,2012,human,adult,carriage,12,Ia,4,1,1,4,1,1,3,4,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,neg,pos,neg,neg,neg,pos,neg,neg,pos,neg,pos,neg
GBS_0438,Bangladesh,2012,human,adult,carriage,12,Ia,4,1,1,4,1,1,3,4,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,neg,pos,neg,neg,neg,pos,neg,neg,pos,neg,pos,neg
GBS_0439,Bangladesh,2012,human,adult,carriage,12,Ia,4,1,1,4,1,1,3,4,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,neg,pos,neg,neg,neg,pos,neg,neg,pos,neg,pos,neg
GBS_0440,Bangladesh,2013,human,adult,carriage,12,II,4,1,1,4,1,1,3,4,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,pos,neg,neg,pos,neg,neg,neg,pos,neg,neg,neg,pos,neg,neg,pos,neg,pos,neg
GBS_0441,Bangladesh,2013,human,adult,carriage,12,Ia,4,1,1,4,1,1,3,4,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,neg,pos,neg,neg,neg,pos,neg,neg,pos,neg,pos,neg
GBS_0445,Bangladesh,2012,human,adult,carriage,12,Ia,4,1,1,4,1,1,3,4,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,neg,pos,neg,neg,neg,pos,neg,neg,pos,neg,pos,neg
GBS_0449,Bangladesh,2013,human,adult,carriage,12,Ia,4,1,1,4,1,1,3,4,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,neg,pos,neg,neg,neg,pos,neg,neg,pos,neg,pos,neg
GBS_0450,Bangladesh,2013,human,adult,carriage,12,Ia,4,1,1,4,1,1,3,4,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,neg,pos,neg,neg,neg,pos,neg,neg,pos,neg,pos,neg
GBS_0451,Bangladesh,2013,human,adult,carriage,12,Ia,4,1,1,4,1,1,3,4,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,neg,pos,neg,neg,neg,pos,neg,neg,pos,neg,pos,neg
GBS_0455,Bangladesh,2013,human,infant,non-invasive disease,12,Ia,4,1,1,4,1,1,3,4,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,neg,pos,neg,neg,neg,pos,neg,neg,pos,neg,pos,neg
GBS_0466,Bangladesh,2013,human,adult,carriage,12,Ia,4,1,1,4,1,1,3,4,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,neg,pos,neg,neg,neg,pos,neg,neg,pos,neg,pos,neg
GBS_0467,Bangladesh,2012,human,adult,carriage,12,Ia,4,1,1,4,1,1,3,4,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,neg,pos,neg,neg,neg,pos,neg,neg,pos,neg,pos,neg
GBS_0473,Bangladesh,2013,human,adult,carriage,12,Ia,4,1,1,4,1,1,3,4,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,neg,pos,neg,neg,neg,pos,neg,neg,pos,neg,pos,neg
GBS_0483,Bangladesh,2012,human,adult,carriage,12,Ia,4,1,1,4,1,1,3,4,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,neg,pos,neg,neg,neg,pos,neg,neg,pos,neg,pos,neg
GBS_0485,Bangladesh,2012,human,adult,carriage,12,Ia,4,1,1,4,1,1,3,4,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,neg,pos,neg,neg,neg,pos,neg,neg,pos,neg,pos,neg
GBS_0489,Bangladesh,2012,human,adult,carriage,12,Ia,4,1,1,4,1,1,3,4,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,neg,pos,neg,neg,neg,pos,neg,neg,pos,neg,pos,neg
GBS_0495,Bangladesh,2012,human,adult,carriage,12,Ia,4,1,1,4,1,1,3,4,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,neg,pos,neg,neg,neg,pos,neg,neg,pos,neg,pos,neg
GBS_0498,Bangladesh,2012,human,adult,carriage,12,Ia,4,1,1,4,1,1,3,4,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,neg,pos,neg,neg,neg,pos,neg,neg,pos,neg,pos,neg
GBS_0499,Bangladesh,2012,human,infant,non-invasive disease,12,Ia,4,1,1,4,1,1,3,4,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,neg,pos,neg,neg,neg,pos,neg,neg,pos,neg,pos,neg
GBS_0501,Bangladesh,2013,human,adult,carriage,12,Ia,4,1,1,4,1,1,3,4,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,neg,pos,neg,neg,neg,pos,neg,neg,pos,neg,pos,neg
GBS_0510,Bangladesh,2015,human,adult,carriage,12,Ia,4,1,1,4,1,1,3,4,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,pos,neg,neg,pos,neg,neg,neg,pos,neg,neg,neg,pos,neg,neg,pos,neg,pos,neg
SRR11780987,Ethiopia,2015,human,adult,carriage,12,Ia,5,12,1,4,1,1,3,4,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,neg,pos,neg,neg,neg,pos,neg,neg,pos,neg,pos,neg
SRR11780988,Ethiopia,2015,human,adult,carriage,12,Ia,5,12,1,4,1,1,3,4,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,neg,pos,neg,neg,neg,pos,neg,neg,pos,neg,pos,neg
SRR11780991,Ethiopia,2015,human,adult,carriage,12,II,932,1,1,4,1,2,3,4,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,pos,pos,pos,neg
SRR11780992,Ethiopia,2015,human,adult,carriage,12,II,932,1,1,4,1,2,3,4,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,pos,pos,pos,neg
SRR11780994,Ethiopia,2015,human,adult,carriage,12,II,932,1,1,4,1,2,3,4,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,pos,pos,pos,neg
SRR11780995,Ethiopia,2015,human,adult,carriage,12,II,932,1,1,4,1,2,3,4,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,pos,pos,pos,neg
SRR11780997,Ethiopia,2015,human,adult,carriage,12,II,936,1,1,4,99,2,3,4,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,pos,pos,pos,neg
SRR11780998,Ethiopia,2015,human,adult,carriage,12,II,936,1,1,4,99,2,3,4,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,pos,pos,pos,neg
SRR11780999,Ethiopia,2015,human,adult,carriage,12,II,936,1,1,4,99,2,3,4,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,pos,pos,pos,neg
SRR11781000,Ethiopia,2015,human,adult,carriage,12,II,936,1,1,4,99,2,3,4,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,pos,pos,pos,neg
SRR11781098,Ethiopia,2015,human,adult,carriage,12,Ia,5,12,1,4,1,1,3,4,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,neg,pos,neg,neg,neg,pos,neg,neg,pos,neg,pos,neg
SRR11781099,Ethiopia,2015,human,adult,carriage,12,Ia,5,12,1,4,1,1,3,4,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,neg,pos,neg,neg,neg,pos,neg,neg,pos,neg,pos,neg
SRR11781100,Ethiopia,2015,human,adult,carriage,12,Ia,5,12,1,4,1,1,3,4,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,neg,pos,neg,neg,neg,pos,neg,neg,pos,neg,pos,neg
SRR15143573,Singapore,2007,human,adult,invasive disease,12,Ia,2029,47,1,4,1,1,3,4,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,neg,pos,neg,neg,neg,pos,neg,neg,pos,neg,pos,neg
SRR15143662,Singapore,2015,human,adult,invasive disease,12,V,4,1,1,4,1,1,3,4,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,neg,pos,pos,neg,neg,neg,pos,neg
SRR15143700,Singapore,2003,human,adult,invasive disease,12,Ia,5,12,1,4,1,1,3,4,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,neg,pos,neg,neg,neg,pos,neg,neg,pos,neg,pos,neg
SRR15143747,Singapore,2012,human,adult,invasive disease,12,Ia,4,1,1,4,1,1,3,4,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,neg,pos,neg,neg,pos,neg,pos,neg
SRR15143800,Singapore,2003,human,adult,invasive disease,12,Ia,4,1,1,4,1,1,3,4,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,neg,pos,neg,neg,neg,pos,neg,neg,pos,neg,pos,neg
SRR15143847,Singapore,2004,human,adult,invasive disease,12,Ia,2029,47,1,4,1,1,3,4,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,neg,pos,neg,neg,neg,pos,neg,neg,pos,neg,pos,neg
SRR20627799,Israel,2020,human,infant,invasive disease,12,Ia,4,1,1,4,1,1,3,4,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,neg,pos,neg,neg,pos,neg,pos,neg
SRR21803671,Bangladesh,2019,NA,NA,NA,12,Ia,4,1,1,4,1,1,3,4,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,neg,pos,neg,neg,pos,neg,pos,neg
SRR21811823,Bangladesh,2019,NA,NA,NA,12,Ia,4,1,1,4,1,1,3,4,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,neg,pos,neg,neg,neg,pos,neg,neg,pos,neg,pos,neg
SRR5061455,United States,2015,human,adult,invasive disease,12,Ia,4,1,1,4,1,1,3,4,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,neg,pos,neg,neg,neg,pos,neg,neg,pos,neg,pos,neg
SRR5063775,United States,2015,human,infant,invasive disease,12,Ia,16,1,1,4,1,6,3,4,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,neg,pos,neg,neg,neg,pos,neg,neg,pos,neg,pos,neg
SRR7283255,United States,2016,human,infant,invasive disease,12,Ia,4,1,1,4,1,1,3,4,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,neg,pos,neg,neg,pos,neg,pos,neg
SRR7283371,United States,2016,human,child,invasive disease,12,Ia,4,1,1,4,1,1,3,4,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,neg,pos,neg,neg,neg,pos,neg,neg,pos,neg,pos,neg
SRR9082816,United States,2017,human,infant,invasive disease,12,Ia,4,1,1,4,1,1,3,4,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,neg,pos,neg,neg,neg,pos,neg,neg,pos,neg,pos,neg
SRR9088138,United States,2017,human,adult,invasive disease,12,Ia,4,1,1,4,1,1,3,4,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,neg,pos,neg,neg,neg,pos,neg,neg,pos,neg,pos,neg
25292_2_118,United Kingdom,2015,human,adult,carriage,13,IV,452,5,25,4,3,2,3,3,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,neg,neg,pos,neg,neg,pos
25292_2_120,United Kingdom,2015,human,adult,carriage,13,IV,452,5,25,4,3,2,3,3,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,neg,neg,pos,neg,neg,pos
26077_6_160,United Kingdom,2015,human,adult,carriage,13,IV,452,5,25,4,3,2,3,3,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,neg,neg,pos,neg,neg,pos
31663_7_355,China,2017,human,infant,invasive disease,13,IV,452,5,25,4,3,2,3,3,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,neg,neg,pos,neg,neg,pos
33515_4_277,Netherlands,2019,human,adult,carriage,13,IV,452,5,25,4,3,2,3,3,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,neg,neg,pos,neg,neg,pos
41011_1_178,United States,2006,human,infant,invasive disease,13,IV,452,5,25,4,3,2,3,3,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,neg,neg,pos,neg,neg,pos
41011_1_184,United States,2006,human,infant,invasive disease,13,IV,452,5,25,4,3,2,3,3,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,neg,neg,pos,neg,neg,pos
41011_1_286,United States,2010,human,infant,invasive disease,13,IV,452,5,25,4,3,2,3,3,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,neg,neg,pos,neg,neg,pos
41011_1_314,United States,2010,human,infant,invasive disease,13,IV,452,5,25,4,3,2,3,3,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,neg,neg,pos,neg,neg,pos
41759_1_59,Argentina,2014,human,adult,carriage,13,IV,452,5,25,4,3,2,3,3,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,neg,neg,pos,neg,neg,pos
42092_1_159,United States,2010,human,infant,invasive disease,13,IV,452,5,25,4,3,2,3,3,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,neg,neg,pos,neg,neg,pos
42092_1_245,United States,2013,human,infant,invasive disease,13,IV,452,5,25,4,3,2,3,3,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,neg,neg,pos,neg,neg,pos
42092_1_281,United States,2014,human,infant,invasive disease,13,IV,452,5,25,4,3,2,3,3,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,neg,neg,pos,neg,neg,pos
42092_1_76,United States,2011,human,infant,invasive disease,13,IV,452,5,25,4,3,2,3,3,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,neg,neg,pos,neg,neg,pos
42505_1_181,Mexico,2008,human,adult,non-invasive disease,13,IV,452,5,25,4,3,2,3,3,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,neg,neg,pos,neg,neg,pos
42505_1_183,Mexico,2008,human,adult,non-invasive disease,13,IV,452,5,25,4,3,2,3,3,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,neg,neg,pos,neg,neg,pos
43009_1_289,South Korea,2015,human,adult,non-invasive disease,13,IV,452,5,25,4,3,2,3,3,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,neg,neg,pos,neg,neg,pos
43982_2_219,South Africa,2020,human,infant,invasive disease,13,IV,452,5,25,4,3,2,3,3,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,neg,neg,pos,neg,neg,pos
47381_2_104,Trinidad and Tobago,2022,human,adult,non-invasive disease,13,IV,452,5,25,4,3,2,3,3,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,pos,neg,neg,neg,pos,neg
47381_2_112,Trinidad and Tobago,2022,human,child,invasive disease,13,IV,452,5,25,4,3,2,3,3,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,neg,neg,pos,neg,neg,pos
47381_2_136,Trinidad and Tobago,2022,human,adult,carriage,13,IV,452,5,25,4,3,2,3,3,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,neg,neg,pos,neg,neg,pos
47381_2_218,Trinidad and Tobago,2022,human,adult,non-invasive disease,13,IV,452,5,25,4,3,2,3,3,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,neg,neg,pos,neg,neg,pos
47381_2_276,Trinidad and Tobago,2022,human,adult,carriage,13,IV,452,5,25,4,3,2,3,3,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,neg,neg,pos,neg,neg,pos
47381_2_299,Trinidad and Tobago,2022,human,adult,non-invasive disease,13,IV,452,5,25,4,3,2,3,3,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg
47381_2_321,Trinidad and Tobago,2022,human,adult,invasive disease,13,IV,452,5,25,4,3,2,3,3,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,neg,neg,pos,neg,neg,pos
47381_2_323,Trinidad and Tobago,2022,human,adult,invasive disease,13,IV,452,5,25,4,3,2,3,3,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,neg,neg,pos,neg,neg,pos
47381_2_6,Trinidad and Tobago,2022,human,adult,non-invasive disease,13,IV,452*,5,25*,4,3,2,3,3,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,neg,neg,pos,neg,neg,pos
47381_2_70,Trinidad and Tobago,2022,human,adult,non-invasive disease,13,IV,452,5,25,4,3,2,3,3,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,neg,neg,pos,neg,neg,pos
47381_2_9,Trinidad and Tobago,2022,human,adult,carriage,13,IV,452,5,25,4,3,2,3,3,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,neg,neg,pos,neg,neg,pos
48302_1_62,United Kingdom,2023,human,infant,invasive disease,13,IV,452,5,25,4,3,2,3,3,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,neg,neg,pos,neg,neg,pos
ERR1741401,United Kingdom,2014,human,infant,invasive disease,13,IV,452,5,25,4,3,2,3,3,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,neg,neg,pos,neg,neg,pos
ERR1741587,United Kingdom,2010,human,infant,invasive disease,13,IV,452,5,25,4,3,2,3,3,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,neg,neg,pos,neg,neg,pos
